#2-THETA,#INTENSITY
37.15,3062
37.2,3063
37.25,3280
37.3,3397
37.35,3316
37.4,3376
37.45,3118
37.5,3022
37.55,2763
37.6,2564
37.65,2417
37.7,2252
37.75,2111
37.8,2233
37.85,2246
37.9,2224
37.95,2312
38,2283
38.05,2176
38.1,2216
38.15,2243
38.2,2271
38.25,2284
38.3,2296
38.35,2182
38.4,2125
38.45,2295
38.5,2169
38.55,2190
38.6,2232
38.65,2003
38.7,2100
38.75,2068
38.8,2060
38.85,2037
38.9,1977
38.95,1978
39,1997
39.05,2061
39.1,2076
39.15,2048
39.2,2069
39.25,2132
39.3,2150
39.35,2283
39.4,2012
39.45,2078
39.5,2041
39.55,1946
39.6,1927
39.65,1948
39.7,1940
39.75,1904
39.8,1863
39.85,1838
39.9,1858
39.95,1916
40,1836
40.05,1899
40.1,1923
40.15,1864
40.2,2028
40.25,1944
40.3,2130
40.35,2127
40.4,2223
40.45,2395
40.5,2787
40.55,2729
40.6,3170
40.65,3262
40.7,3279
40.75,3355
40.8,3297
40.85,3158
40.9,3085
40.95,3103
41,3308
41.05,3328
41.1,3763
41.15,3954
41.2,4469
41.25,5076
41.3,5480
41.35,5930
41.4,6128
41.45,6604
41.5,6654
41.55,6019
41.6,5407
41.65,5508
41.7,5079
41.75,4601
41.8,4202
41.85,4003
41.9,3618
41.95,3669
42,3527
42.05,3522
42.1,3581
42.15,3707
42.2,3779
42.25,4109
42.3,4209
42.35,4073
42.4,4040
42.45,3716
42.5,3297
42.55,2944
42.6,2653
42.65,2537
42.7,2339
42.75,2256
42.8,2120
42.85,2097
42.9,2076
42.95,1952
43,1840
43.05,1918
43.1,1795
43.15,1829
43.2,1792
43.25,1735
43.3,1808
43.35,1933
43.4,1939
43.45,1941
43.5,1872
43.55,1780
43.6,1963
43.65,1825
43.7,1956
43.75,1804
43.8,1670
43.85,1817
43.9,1789
43.95,1895
44,1806
44.05,1888
44.1,1944
44.15,1905
44.2,1865
44.25,1880
44.3,1723
44.35,1857
44.4,1746
44.45,1686
44.5,1698
44.55,1696
44.6,1608
44.65,1704
44.7,1714
44.75,1570
44.8,1784
44.85,1607
44.9,1680
44.95,1679
45,1651
45.05,1645
45.1,1752
45.15,1754
45.2,1797
45.25,1660
45.3,1599
45.35,1735
45.4,1671
45.45,1699
45.5,1682
45.55,1678
45.6,1874
45.65,1880
45.7,1973
45.75,2037
45.8,2123
45.85,2335
45.9,2276
45.95,2327
46,2459
46.05,2360
46.1,2440
46.15,2286
46.2,2280
46.25,2276
46.3,2273
46.35,2018
46.4,2027
46.45,1962
46.5,2014
46.55,1813
46.6,1868
46.65,1744
46.7,1705
46.75,1648
46.8,1604
46.85,1678
46.9,1505
46.95,1650
47,1613
47.05,1524
47.1,1591
47.15,1649
47.2,1677
47.25,1664
47.3,1759
47.35,1797
47.4,1925
47.45,1850
47.5,2064
47.55,2056
47.6,1946
47.65,1903
47.7,1936
47.75,1903
47.8,1959
47.85,1906
47.9,1911
47.95,1892
48,1785
48.05,1736
48.1,1718
48.15,1680
48.2,1731
48.25,1678
48.3,1734
48.35,1694
48.4,1670
48.45,1768
48.5,1704
48.55,1785
48.6,1753
48.65,1776
48.7,1782
48.75,1794
48.8,1791
48.85,1760
48.9,1800
48.95,1756
49,1840
49.05,1815
49.1,1745
49.15,2028
49.2,1870
49.25,2148
49.3,2240
49.35,2555
49.4,2447
49.45,2704
49.5,2495
49.55,2384
49.6,2197
49.65,2143
49.7,2130
49.75,2155
49.8,2174
49.85,2060
49.9,2082
49.95,2026
50,2104
50.05,2092
50.1,1946
50.15,1964
50.2,1904
50.25,1846
50.3,1912
50.35,1830
50.4,1891
50.45,1903
50.5,1830
50.55,1633
50.6,1579
50.65,1698
50.7,1551
50.75,1613
50.8,1504
50.85,1463
50.9,1417
50.95,1414
51,1499
51.05,1363
51.1,1457
51.15,1419
51.2,1543
51.25,1539
51.3,1413
51.35,1425
51.4,1503
51.45,1407
51.5,1421
51.55,1463
51.6,1572
51.65,1555
51.7,1608
51.75,1694
51.8,1630
51.85,1570
51.9,1486
51.95,1546
