#2-THETA,#INTENSITY
27.4,1112
27.45,1188
27.5,1309
27.55,1340
27.6,1427
27.65,1341
27.7,1360
27.75,1297
27.8,1254
27.85,1235
27.9,1193
27.95,1190
28,1222
28.05,1276
28.1,1288
28.15,1308
28.2,1346
28.25,1358
28.3,1281
28.35,1315
28.4,1354
28.45,1260
28.5,1338
28.55,1197
28.6,1270
28.65,1151
28.7,1140
28.75,1028
28.8,1005
28.85,1007
28.9,947
28.95,1011
29,998
29.05,1011
29.1,1029
29.15,1091
29.2,1123
29.25,1147
29.3,1244
29.35,1276
29.4,1383
29.45,1511
29.5,1717
29.55,1897
29.6,2195
29.65,2291
29.7,2282
29.75,2187
29.8,2093
29.85,1825
29.9,1635
29.95,1435
30,1344
30.05,1235
30.1,1186
30.15,1153
30.2,1112
30.25,1113
30.3,1028
30.35,1010
30.4,1019
30.45,1029
30.5,1000
30.55,1024
30.6,992
30.65,1023
30.7,1052
30.75,1060
30.8,1029
30.85,1066
30.9,1135
30.95,1061
31,1070
31.05,1089
31.1,1077
31.15,1072
31.2,1018
31.25,1075
31.3,1081
31.35,1081
31.4,1073
31.45,1073
31.5,1035
31.55,1004
31.6,973
31.65,974
31.7,997
31.75,1046
31.8,977
31.85,1054
31.9,1113
31.95,1102
32,1128
32.05,1245
32.1,1353
32.15,1464
32.2,1625
32.25,1798
32.3,1955
32.35,2139
32.4,2154
32.45,2137
32.5,2036
32.55,2006
32.6,1939
32.65,1892
32.7,1824
32.75,1626
32.8,1491
32.85,1424
32.9,1313
32.95,1231
33,1197
33.05,1182
33.1,1202
33.15,1128
33.2,1132
33.25,1148
33.3,1072
33.35,1021
33.4,1009
33.45,989
33.5,1002
33.55,974
33.6,969
33.65,948
33.7,980
33.75,1028
33.8,1012
33.85,1079
33.9,1068
33.95,1012
34,952
34.05,949
34.1,885
34.15,878
34.2,858
34.25,820
34.3,849
34.35,878
34.4,896
34.45,951
34.5,971
34.55,996
34.6,1021
34.65,1016
34.7,1034
34.75,951
34.8,985
34.85,985
34.9,961
34.95,979
35,945
35.05,958
35.1,920
35.15,909
35.2,969
35.25,1008
35.3,993
35.35,1015
35.4,1073
35.45,1074
35.5,1061
35.55,951
35.6,997
35.65,976
35.7,945
35.75,946
35.8,941
35.85,939
35.9,940
35.95,932
36,946
36.05,950
36.1,945
36.15,944
36.2,912
36.25,939
36.3,943
36.35,947
36.4,994
36.45,1005
36.5,1085
36.55,1111
36.6,1202
36.65,1222
36.7,1270
36.75,1153
36.8,1151
36.85,1144
36.9,1093
36.95,1030
37,981
37.05,978
37.1,951
37.15,957
37.2,907
37.25,891
37.3,882
37.35,886
37.4,822
37.45,881
37.5,882
37.55,853
37.6,859
37.65,837
37.7,799
37.75,797
37.8,796
37.85,809
37.9,791
37.95,829
38,832
38.05,814
38.1,834
38.15,871
38.2,873
38.25,898
38.3,979
38.35,1001
38.4,1067
38.45,1106
38.5,1266
38.55,1344
38.6,1525
38.65,1589
38.7,1739
38.75,1779
38.8,1706
38.85,1615
38.9,1502
38.95,1294
39,1233
39.05,1089
39.1,1035
39.15,950
39.2,922
39.25,910
39.3,864
39.35,874
39.4,872
39.45,841
39.5,852
39.55,806
39.6,787
39.65,771
39.7,769
39.75,771
39.8,765
39.85,771
39.9,783
39.95,770
40,787
40.05,770
40.1,808
40.15,814
40.2,822
40.25,832
40.3,823
40.35,827
40.4,850
40.45,852
40.5,863
40.55,874
40.6,903
40.65,905
40.7,924
40.75,899
40.8,924
40.85,898
40.9,928
40.95,917
41,915
41.05,954
41.1,994
41.15,1022
41.2,1096
41.25,1109
41.3,1135
41.35,1145
41.4,1244
41.45,1341
41.5,1472
41.55,1529
41.6,1652
41.65,1748
41.7,1653
41.75,1711
41.8,1574
41.85,1433
41.9,1499
41.95,1312
42,1155
42.05,1125
42.1,1067
42.15,1012
42.2,998
42.25,990
42.3,958
42.35,915
42.4,944
42.45,915
42.5,886
42.55,887
42.6,885
42.65,892
42.7,886
42.75,873
42.8,903
42.85,866
42.9,873
42.95,876
43,863
43.05,829
43.1,829
43.15,843
43.2,766
43.25,806
43.3,787
43.35,809
43.4,820
43.45,797
43.5,809
43.55,792
43.6,771
43.65,815
43.7,780
43.75,809
43.8,743
43.85,738
43.9,726
43.95,742
44,736
44.05,783
44.1,757
44.15,801
44.2,782
44.25,772
44.3,726
44.35,739
44.4,803
44.45,722
44.5,727
44.55,745
44.6,736
44.65,747
44.7,702
44.75,784
44.8,726
44.85,765
44.9,734
44.95,733
45,798
45.05,786
45.1,809
45.15,800
45.2,856
45.25,877
45.3,852
45.35,898
45.4,862
45.45,853
45.5,843
45.55,795
45.6,798
45.65,761
45.7,813
45.75,817
45.8,773
45.85,856
45.9,786
45.95,800
46,848
46.05,858
46.1,861
46.15,838
46.2,810
46.25,789
46.3,737
46.35,752
46.4,769
46.45,727
46.5,765
46.55,700
46.6,778
46.65,742
46.7,738
46.75,723
46.8,766
46.85,737
46.9,723
46.95,703
47,707
47.05,708
47.1,763
47.15,719
47.2,754
47.25,760
47.3,775
47.35,769
47.4,791
47.45,806
47.5,868
47.55,889
47.6,942
47.65,984
47.7,1043
47.75,1049
47.8,1053
47.85,1156
47.9,1128
47.95,1084
48,1080
48.05,1046
48.1,1001
48.15,932
48.2,926
48.25,896
48.3,864
48.35,860
48.4,840
48.45,785
48.5,853
48.55,800
48.6,767
48.65,780
48.7,749
48.75,767
48.8,743
48.85,764
48.9,747
48.95,753
49,765
49.05,705
49.1,738
49.15,740
49.2,729
49.25,697
49.3,746
49.35,782
49.4,742
49.45,779
49.5,807
49.55,756
49.6,770
49.65,787
49.7,772
49.75,749
49.8,793
49.85,845
49.9,848
49.95,815
50,775
50.05,792
50.1,775
50.15,741
50.2,726
50.25,723
50.3,752
50.35,735
50.4,756
50.45,739
50.5,735
50.55,746
50.6,751
50.65,735
50.7,774
50.75,735
50.8,753
50.85,784
50.9,770
50.95,748
51,777
51.05,751
51.1,740
51.15,726
51.2,743
51.25,743
51.3,733
51.35,746
51.4,731
51.45,759
51.5,766
51.55,755
51.6,739
51.65,742
51.7,755
51.75,726
51.8,709
51.85,717
51.9,684
51.95,665
52,838
