#2-THETA,#INTENSITY
18.05,382
18.1,366
18.15,389
18.2,385
18.25,381
18.3,390
18.35,389
18.4,396
18.45,383
18.5,377
18.55,379
18.6,381
18.65,376
18.7,402
18.75,397
18.8,414
18.85,398
18.9,395
18.95,403
19,385
19.05,407
19.1,408
19.15,416
19.2,405
19.25,405
19.3,393
19.35,403
19.4,396
19.45,423
19.5,391
19.55,405
19.6,394
19.65,427
19.7,405
19.75,397
19.8,402
19.85,410
19.9,389
19.95,415
20,396
20.05,405
20.1,425
20.15,420
20.2,418
20.25,400
20.3,409
20.35,433
20.4,417
20.45,413
20.5,404
20.55,435
20.6,399
20.65,433
20.7,410
20.75,446
20.8,406
20.85,417
20.9,422
20.95,416
21,433
21.05,409
21.1,446
21.15,437
21.2,432
21.25,474
21.3,442
21.35,440
21.4,472
21.45,450
21.5,441
21.55,450
21.6,448
21.65,431
21.7,469
21.75,442
21.8,456
21.85,466
21.9,450
21.95,472
22,499
22.05,491
22.1,498
22.15,473
22.2,496
22.25,489
22.3,495
22.35,515
22.4,520
22.45,515
22.5,531
22.55,534
22.6,585
22.65,577
22.7,561
22.75,565
22.8,544
22.85,565
22.9,579
22.95,559
23,571
23.05,601
23.1,599
23.15,585
23.2,583
23.25,583
23.3,558
23.35,568
23.4,588
23.45,571
23.5,563
23.55,558
23.6,578
23.65,579
23.7,572
23.75,589
23.8,610
23.85,630
23.9,616
23.95,604
24,639
24.05,634
24.1,632
24.15,652
24.2,677
24.25,651
24.3,672
24.35,651
24.4,636
24.45,638
24.5,633
24.55,660
24.6,638
24.65,623
24.7,626
24.75,635
24.8,683
24.85,671
24.9,685
24.95,709
25,728
25.05,734
25.1,812
25.15,809
25.2,859
25.25,903
25.3,924
25.35,931
25.4,994
25.45,1038
25.5,1168
25.55,1248
25.6,1266
25.65,1267
25.7,1176
25.75,1071
25.8,928
25.85,793
25.9,727
25.95,675
26,649
26.05,638
26.1,615
26.15,632
26.2,627
26.25,630
26.3,643
26.35,625
26.4,599
26.45,634
26.5,617
26.55,666
26.6,669
26.65,691
26.7,694
26.75,687
26.8,661
26.85,654
26.9,603
26.95,632
27,590
27.05,570
27.1,589
27.15,583
27.2,581
27.25,588
27.3,603
27.35,622
27.4,674
27.45,701
27.5,780
27.55,879
27.6,954
27.65,954
27.7,890
27.75,833
27.8,739
27.85,718
27.9,688
27.95,721
28,762
28.05,859
28.1,959
28.15,1009
28.2,1006
28.25,958
28.3,927
28.35,873
28.4,837
28.45,834
28.5,834
28.55,741
28.6,708
28.65,652
28.7,630
28.75,592
28.8,529
28.85,537
28.9,558
28.95,539
29,556
29.05,555
29.1,571
29.15,564
29.2,600
29.25,608
29.3,644
29.35,632
29.4,670
29.45,719
29.5,791
29.55,796
29.6,904
29.65,921
29.7,904
29.75,889
29.8,849
29.85,762
29.9,730
29.95,699
30,643
30.05,632
30.1,610
30.15,573
30.2,541
30.25,581
30.3,535
30.35,521
30.4,533
30.45,508
30.5,516
30.55,522
30.6,516
30.65,543
30.7,567
30.75,558
30.8,581
30.85,611
30.9,654
30.95,630
31,607
31.05,595
31.1,570
31.15,553
31.2,560
31.25,535
31.3,529
31.35,520
31.4,519
31.45,529
31.5,522
31.55,496
31.6,483
31.65,489
31.7,505
31.75,511
31.8,532
31.85,538
31.9,536
31.95,586
32,622
32.05,686
32.1,758
32.15,842
32.2,1012
32.25,1139
32.3,1353
32.35,1501
32.4,1597
32.45,1533
32.5,1503
32.55,1476
32.6,1335
32.65,1266
32.7,1174
32.75,1128
32.8,1002
32.85,866
32.9,791
32.95,739
33,653
33.05,684
33.1,676
33.15,686
33.2,652
33.25,671
33.3,647
33.35,605
33.4,527
33.45,525
33.5,503
33.55,480
33.6,471
33.65,459
33.7,444
33.75,475
33.8,478
33.85,485
33.9,491
33.95,487
34,469
34.05,455
34.1,454
34.15,444
34.2,455
34.25,464
34.3,451
34.35,473
34.4,512
34.45,531
34.5,539
34.55,588
34.6,592
34.65,580
34.7,593
34.75,592
34.8,592
34.85,573
34.9,537
34.95,539
35,549
35.05,557
35.1,560
35.15,540
35.2,583
35.25,581
35.3,611
35.35,645
35.4,622
35.45,662
35.5,631
35.55,584
35.6,615
35.65,606
35.7,582
35.75,595
35.8,558
35.85,572
35.9,566
35.95,582
36,558
36.05,520
36.1,549
36.15,535
36.2,562
36.25,533
36.3,527
36.35,517
36.4,525
36.45,499
36.5,536
36.55,533
36.6,540
36.65,580
36.7,578
36.75,563
36.8,585
36.85,553
36.9,553
36.95,545
37,503
37.05,486
37.1,482
37.15,473
37.2,478
37.25,437
37.3,426
37.35,435
37.4,426
37.45,442
37.5,467
37.55,452
37.6,455
37.65,440
37.7,420
37.75,440
37.8,432
37.85,405
37.9,393
37.95,419
38,407
38.05,401
38.1,425
38.15,408
38.2,433
38.25,423
38.3,457
38.35,461
38.4,477
38.45,524
38.5,590
38.55,690
38.6,872
38.65,1086
38.7,1193
38.75,1394
38.8,1227
38.85,1149
38.9,981
38.95,809
39,724
39.05,611
39.1,563
39.15,495
39.2,449
39.25,472
39.3,450
39.35,447
39.4,456
39.45,471
39.5,457
39.55,438
39.6,417
39.65,423
39.7,398
39.75,388
39.8,414
39.85,391
39.9,398
39.95,401
40,375
40.05,404
40.1,402
40.15,384
40.2,405
40.25,424
40.3,419
40.35,426
40.4,417
40.45,419
40.5,449
40.55,466
40.6,438
40.65,446
40.7,434
40.75,418
40.8,431
40.85,441
40.9,424
40.95,451
41,456
41.05,462
41.1,468
41.15,484
41.2,495
41.25,521
41.3,536
41.35,611
41.4,650
41.45,799
41.5,952
41.55,1088
41.6,1216
41.65,1303
41.7,1293
41.75,1253
41.8,1122
41.85,1046
41.9,942
41.95,762
42,742
42.05,648
42.1,569
42.15,563
42.2,510
42.25,487
42.3,482
42.35,447
42.4,460
42.45,448
42.5,434
42.55,427
42.6,432
42.65,439
42.7,453
42.75,463
42.8,454
42.85,462
42.9,460
42.95,467
43,467
43.05,452
43.1,453
43.15,441
43.2,426
43.25,396
43.3,423
43.35,405
43.4,398
43.45,394
43.5,409
43.55,428
43.6,402
43.65,437
43.7,394
43.75,402
43.8,396
43.85,375
43.9,381
43.95,366
44,342
44.05,378
44.1,378
44.15,388
44.2,421
44.25,394
44.3,379
44.35,398
44.4,386
44.45,379
44.5,389
44.55,373
44.6,386
44.65,351
44.7,362
44.75,362
44.8,377
44.85,382
44.9,386
44.95,385
45,382
45.05,360
45.1,392
45.15,397
45.2,434
45.25,410
45.3,404
45.35,423
45.4,400
45.45,390
45.5,389
45.55,392
45.6,371
45.65,387
45.7,395
45.75,418
45.8,422
45.85,402
45.9,401
45.95,429
46,430
46.05,408
46.1,416
46.15,393
46.2,380
46.25,407
46.3,411
46.35,409
46.4,374
46.45,400
46.5,381
46.55,364
46.6,401
46.65,354
46.7,354
46.75,374
46.8,374
46.85,364
46.9,362
46.95,372
47,340
47.05,341
47.1,352
47.15,359
47.2,376
47.25,371
47.3,369
47.35,369
47.4,383
47.45,362
47.5,392
47.55,412
47.6,420
47.65,436
47.7,502
47.75,531
47.8,595
47.85,689
47.9,757
47.95,732
48,699
48.05,642
48.1,579
48.15,535
48.2,442
48.25,386
48.3,398
48.35,388
48.4,370
48.45,365
48.5,408
48.55,379
48.6,356
48.65,329
48.7,342
48.75,365
48.8,329
48.85,352
48.9,383
48.95,361
49,315
49.05,340
49.1,336
49.15,367
49.2,381
49.25,349
49.3,377
49.35,384
49.4,440
49.45,397
49.5,410
49.55,393
49.6,393
49.65,407
49.7,400
49.75,377
49.8,415
49.85,415
49.9,403
49.95,415
50,420
50.05,426
50.1,444
50.15,421
50.2,393
50.25,381
50.3,390
50.35,387
50.4,427
50.45,387
50.5,392
50.55,404
50.6,404
50.65,409
50.7,381
50.75,395
50.8,392
50.85,368
50.9,399
50.95,381
51,374
51.05,378
51.1,368
51.15,358
51.2,377
51.25,386
51.3,362
51.35,378
51.4,379
51.45,358
51.5,347
51.55,380
51.6,349
51.65,344
51.7,337
51.75,351
51.8,359
51.85,351
51.9,362
51.95,325
52,330
