#2-THETA,#INTENSITY
29.55,457
29.6,503
29.65,525
29.7,533
29.75,509
29.8,495
29.85,484
29.9,426
29.95,399
30,376
30.05,352
30.1,325
30.15,319
30.2,307
30.25,313
30.3,307
30.35,287
30.4,298
30.45,286
30.5,282
30.55,290
30.6,281
30.65,307
30.7,296
30.75,310
30.8,304
30.85,328
30.9,306
30.95,335
31,320
31.05,317
31.1,330
31.15,323
31.2,331
31.25,345
31.3,344
31.35,373
31.4,360
31.45,352
31.5,352
31.55,334
31.6,320
31.65,332
31.7,320
31.75,316
31.8,324
31.85,348
31.9,350
31.95,343
32,360
32.05,376
32.1,419
32.15,484
32.2,495
32.25,584
32.3,665
32.35,712
32.4,746
32.45,746
32.5,710
32.55,683
32.6,655
32.65,611
32.7,561
32.75,561
32.8,510
32.85,450
32.9,415
32.95,374
33,377
33.05,345
33.1,368
33.15,375
33.2,348
33.25,355
33.3,351
33.35,314
33.4,298
33.45,311
33.5,288
33.55,287
33.6,280
33.65,292
33.7,273
33.75,281
33.8,308
33.85,314
33.9,312
33.95,314
34,326
34.05,320
34.1,277
34.15,302
34.2,280
34.25,265
34.3,262
34.35,262
34.4,266
34.45,295
34.5,298
34.55,283
34.6,321
34.65,322
34.7,293
34.75,290
34.8,276
34.85,267
34.9,275
34.95,264
35,247
35.05,267
35.1,256
35.15,255
35.2,265
35.25,269
35.3,295
35.35,280
35.4,310
35.45,318
35.5,297
35.55,306
35.6,286
35.65,294
35.7,282
35.75,274
35.8,290
35.85,265
35.9,262
35.95,267
36,277
36.05,256
36.1,263
36.15,267
36.2,293
36.25,282
36.3,305
36.35,292
36.4,321
36.45,316
36.5,309
36.55,301
36.6,314
36.65,322
36.7,334
36.75,334
36.8,318
36.85,306
36.9,284
36.95,289
37,283
37.05,303
37.1,299
37.15,308
37.2,299
37.25,271
37.3,253
37.35,264
37.4,229
37.45,241
37.5,264
37.55,245
37.6,259
37.65,253
37.7,246
37.75,235
37.8,247
37.85,225
37.9,222
37.95,211
38,212
38.05,203
38.1,235
38.15,242
38.2,244
38.25,249
38.3,240
38.35,261
38.4,295
38.45,292
38.5,330
38.55,357
38.6,413
38.65,445
38.7,481
38.75,505
38.8,503
38.85,474
38.9,415
38.95,370
39,335
39.05,304
39.1,295
39.15,282
39.2,246
39.25,264
39.3,254
39.35,253
39.4,253
39.45,248
39.5,246
39.55,249
39.6,228
39.65,237
39.7,227
39.75,240
39.8,229
39.85,202
39.9,239
39.95,231
40,233
40.05,229
40.1,251
40.15,263
40.2,258
40.25,268
40.3,265
40.35,280
40.4,283
40.45,278
40.5,283
40.55,289
40.6,309
40.65,292
40.7,313
40.75,278
40.8,286
40.85,285
40.9,311
40.95,297
41,302
41.05,280
41.1,310
41.15,338
41.2,297
41.25,325
41.3,345
41.35,346
41.4,376
41.45,406
41.5,432
41.55,460
41.6,545
41.65,575
41.7,613
41.75,582
41.8,551
41.85,493
41.9,454
41.95,436
42,365
42.05,352
42.1,321
42.15,312
42.2,319
42.25,310
42.3,302
42.35,293
42.4,308
42.45,266
42.5,290
42.55,269
42.6,271
42.65,272
42.7,289
42.75,291
42.8,266
42.85,274
42.9,278
42.95,280
43,257
43.05,258
43.1,259
43.15,259
43.2,254
43.25,249
43.3,257
43.35,246
43.4,266
43.45,266
43.5,250
43.55,255
43.6,246
43.65,241
43.7,244
43.75,235
43.8,248
43.85,231
43.9,242
43.95,239
44,215
44.05,235
44.1,226
44.15,233
44.2,250
44.25,252
44.3,246
44.35,223
44.4,231
44.45,222
44.5,221
44.55,246
44.6,211
44.65,237
44.7,227
44.75,208
44.8,246
44.85,231
44.9,218
44.95,236
45,231
45.05,236
45.1,237
45.15,230
45.2,242
45.25,263
45.3,253
45.35,244
45.4,263
45.45,239
45.5,239
45.55,252
45.6,249
45.65,256
45.7,256
45.75,228
45.8,249
45.85,264
45.9,247
45.95,238
46,244
46.05,249
46.1,247
46.15,241
46.2,240
46.25,230
46.3,239
46.35,211
46.4,238
46.45,237
46.5,222
46.55,220
46.6,220
46.65,208
46.7,221
46.75,229
46.8,218
46.85,226
46.9,218
46.95,216
47,224
47.05,200
47.1,233
47.15,209
47.2,220
47.25,212
47.3,233
47.35,211
47.4,227
47.45,239
47.5,251
47.55,258
47.6,258
47.65,271
47.7,284
47.75,287
47.8,293
47.85,328
47.9,325
47.95,331
48,336
48.05,307
48.1,297
48.15,259
48.2,265
48.25,260
48.3,234
48.35,238
48.4,228
48.45,233
48.5,226
48.55,243
48.6,233
48.65,219
48.7,219
48.75,196
48.8,217
48.85,221
48.9,236
48.95,226
49,231
49.05,221
49.1,210
49.15,221
49.2,219
49.25,219
49.3,226
49.35,221
49.4,225
49.45,232
49.5,250
49.55,258
49.6,232
49.65,231
49.7,225
49.75,239
49.8,237
49.85,241
49.9,228
49.95,235
50,236
50.05,226
50.1,234
50.15,230
50.2,206
50.25,223
50.3,233
50.35,211
50.4,223
50.45,243
50.5,226
50.55,245
50.6,248
50.65,224
50.7,230
50.75,216
50.8,244
50.85,227
50.9,231
50.95,226
51,230
51.05,218
51.1,228
51.15,220
51.2,237
51.25,229
51.3,246
51.35,230
51.4,227
51.45,222
51.5,238
51.55,211
51.6,261
51.65,247
51.7,242
51.75,245
51.8,212
51.85,216
51.9,204
51.95,217
52,265
